scheme_id,scheme_name,ministry,scheme_level,scheme_type,scheme_category,documents_required,application_url,benefit_description,min_age,max_age,income_limit,applicable_states,special_conditions_required,source_url
dbt_haryana_schemelist_day_nrlm,DAY-NRLM,Department of Rural Development : 4 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_deen_dayal_upadhyay_grameen_kaushalya_yojna,Deen Dayal Upadhyay Grameen Kaushalya Yojna,Department of Rural Development : 4 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_mahatma_gandhi_nregs,Mahatma Gandhi NREGS,Department of Rural Development : 4 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_swachh_bharat_mission_gramin,Swachh Bharat Mission  Gramin,Department of Rural Development : 4 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_consolidated_stipend_scheme_for_the_welfare_of_scheduled_cas,Consolidated Stipend Scheme for the Welfare of Scheduled Caste Students pursuing Higher Education in Government Colleges of Haryana,Department of Higher Education: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_haryana_state_merit_scholarship_to_under_graduate_girls_stud,Haryana State merit scholarship to Under Graduate  Girls Students,Department of Higher Education: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_haryana_state_meritorious_incentive_scheme_for_the_students_,Haryana State Meritorious incentive scheme  for the students who attain first position in CBSE annual Exams in the State,Department of Higher Education: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_haryana_state_meritorious_incentive_scheme_scholarship,Haryana State Meritorious incentive scheme Scholarship,Department of Higher Education: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_lower_income_group_non_plan,Lower Income Group Non Plan,Department of Higher Education: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_providing_free_books_to_sc_students_of_govt_colleges,Providing free books to SC students of Govt Colleges,Department of Higher Education: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_state_merit_scholarship,State Merit Scholarship,Department of Higher Education: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_stipend_scheme_for_the_welfare_of_grand_children_of_freedom_,Stipend Scheme  for the Welfare of Grand Children of Freedom Fighters,Department of Higher Education: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_allowance_to_dwarf,Allowance to Dwarf,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_allowance_to_eunuchs,Allowance to Eunuchs,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_deen_dayal_lado_lakshmi_yojna,Deen Dayal Lado Lakshmi Yojna,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_financial_assistance_for_stage_iii_and_iv_cancer_patients,Financial Assistance for stage III and IV cancer patients,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_financial_assistance_to_destitute_children,Financial Assistance to Destitute Children,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_financial_assistance_to_kashmiri_migrant_families_scheme,Financial Assistance to Kashmiri Migrant Families Scheme,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_financial_assistance_to_male_and_transgender_acid_attack_vic,Financial Assistance to Male and Transgender Acid Attack Victims,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_financial_assistance_to_non_school_going_disabled_children,Financial Assistance to Non-School going Disabled children,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_financial_assistance_to_persons_suffering_from_rare_diseases,Financial Assistance to persons suffering from rare diseases,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_financial_assistance_to_widower_and_unmarried_persons,Financial Assistance to Widower and Unmarried Persons,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_financial_assistance_to_women_and_girl_acid_attack_victims,Financial Assistance to Women and Girl Acid Attack Victims,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_haryana_gaurav_samman_scheme_for_the_padma_awardees,Haryana Gaurav Samman Scheme for the Padma Awardees,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_haryana_pension_to_widow_and_destitute_women_scheme,Haryana Pension to Widow and Destitute Women Scheme,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_indira_gandhi_national_disability_pension_scheme,Indira Gandhi National Disability Pension Scheme,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_indira_gandhi_national_old_age_pension_scheme,Indira Gandhi National Old Age Pension Scheme,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_indira_gandhi_national_widow_pension_scheme,Indira Gandhi National Widow Pension Scheme,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_ladli_social_security_allowance,Ladli Social Security Allowance,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_old_age_samman_allowance_scheme,Old Age Samman Allowance Scheme,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_pradhan_mantri_anusuchit_jaati_abhyuday_yojana,Pradhan Mantri Anusuchit Jaati Abhyuday Yojana,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_the_haryana_divyang_person_pension_scheme,The Haryana Divyang Person Pension Scheme,Department of Social Justice and Empowerment: 20 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_asha_incentive,ASHA incentive,Department of Health and Family Welfare: 11 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_chaudhary_devi_lal_rashtriya_utthan_evam_parivar_kalyan_yoja,Chaudhary Devi Lal Rashtriya Utthan Evam Parivar Kalyan Yojana Devi Rupak Scheme,Department of Health and Family Welfare: 11 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_family_planning_compensation_scheme,Family Planning Compensation Scheme,Department of Health and Family Welfare: 11 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_family_planning_indemnity_scheme,Family Planning Indemnity Scheme,Department of Health and Family Welfare: 11 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_janani_shishu_suraksha_karyakaram,Janani Shishu Suraksha Karyakaram,Department of Health and Family Welfare: 11 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_janani_suraksha_yojana,Janani Suraksha Yojana,Department of Health and Family Welfare: 11 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_nikshay_dot_provider_honorarium,NIKSHAY-DOT Provider Honorarium,Department of Health and Family Welfare: 11 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_payment_to_contractual_staff_under_national_health_mission,Payment to contractual staff under National Health Mission,Department of Health and Family Welfare: 11 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_pradhan_mantri_jan_arogya_yojana_ab_pmjay,Pradhan Mantri Jan Arogya Yojana AB-PMJAY,Department of Health and Family Welfare: 11 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_tb_notification_incentive_for_private_sector,TB Notification incentive for Private Sector,Department of Health and Family Welfare: 11 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_tb_patient_incentive_for_nutritional_support,TB Patient Incentive for Nutritional Support,Department of Health and Family Welfare: 11 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_crop_residue_management_css_60_40,Crop Residue Management CSS 60/40,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_haryana_fasal_suraksha_yojana,Haryana Fasal Suraksha Yojana,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_national_food_security_mission_nfsm_60_40,National Food Security Mission NFSM 60:40,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_national_mission_for_oilseed_and_oilpalm_nmoop_60_40,National Mission for Oilseed and Oilpalm NMOOP 60:40,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_national_mission_on_natural_farming,National Mission on Natural Farming,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_paramparagat_krishi_vikas_yojana,Paramparagat Krishi Vikas Yojana,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_promotion_of_cotton_cultivation_in_haryana_state,Promotion of Cotton Cultivation in Haryana State,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_agricultural_engineering_and_trial_boring,Scheme for Agricultural Engineering  and Trial Boring,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_management_of_crop_residue,Scheme for Management of Crop Residue,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_promotion_of_cotton_cultivation_in_haryana_state,Scheme for Promotion of Cotton Cultivation in Haryana State.,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_promotion_of_crop_diversification,Scheme for Promotion of Crop Diversification,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_promotion_of_sustainable_agriculture_strategic_in,Scheme for Promotion of Sustainable Agriculture - Strategic Initiatives,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_providing_implements_machinery_on_subsidy_to_the_,Scheme for Providing implements/ Machinery on subsidy to the group of farmers and farmers of SC category,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_technology_mission_on_sugarcane,Scheme for Technology Mission on Sugarcane,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_sub_mission_on_agricultural_mechanization_smam_60_40,Sub Mission on Agricultural Mechanization SMAM 60:40,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_support_to_state_extension_programmes_for_extension_reforms_,Support to State Extension Programmes for Extension Reforms ATMA,Department of Agriculture and Farmers Welfare: 16 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_application_form_for_hscst_fellowship_for_doing_ph_d,Application form for HSCST Fellowship for doing Ph.D,Department of Science and Technology: 3 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_haryana_science_talent_search_scheme,Haryana Science Talent Search Scheme,Department of Science and Technology: 3 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_promotion_of_science_education_pose_scholarship_scheme,Promotion of Science Education  POSE  Scholarship Scheme,Department of Science and Technology: 3 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_apki_beti_hamari_beti,Apki beti hamari beti,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_child_protection_services_facilities_to_beneficiaries,Child Protection Services-Facilities to Beneficiaries,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_child_protection_services_facilities_to_beneficiaries_sponso,Child Protection Services-Facilities to Beneficiaries Sponsorship,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_integrated_child_development_scheme_honorarium_to_aww_and_aw,Integrated Child Development Scheme  Honorarium to AWW and AWH,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_integrated_child_development_scheme_training_programme,Integrated child development Scheme Training Programme,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_integrated_child_development_services_supplementary_nutritio,Integrated Child Development Services Supplementary Nutrition Programme,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_integrated_child_protection_scheme_salary_to_staff,Integrated Child Protection Scheme  Salary to Staff,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_mukhya_mantri_doodh_uphaar_yojna,Mukhya Mantri Doodh Uphaar Yojna,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_open_shelter_homes,Open Shelter Homes,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_pardhan_mantri_matru_vandana_yojana,Pardhan Mantri Matru Vandana Yojana,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_protection_and_empowerment_of_women_swadhar_greh_facilities_,Protection and Empowerment of Women  Swadhar Greh facilities to Beneficiaries,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_protection_and_empowerment_of_women_swadhar_greh_salary_to_s,Protection and Empowerment of Women Swadhar Greh Salary to staff,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_rajiv_gandhi_national_creche_scheme,Rajiv Gandhi National Creche Scheme,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_rajiv_gandhi_national_creche_scheme_honorarium_to_worker,Rajiv Gandhi National Creche Scheme Honorarium to Worker,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_rajiv_gandhi_scheme_for_empowerment_of_adolescent_girls_sabl,Rajiv Gandhi Scheme for Empowerment of Adolescent Girls  SABLA Nutrition and Non Nutrition,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_relief_and_rehabilitation_of_women_acid_victims,Scheme for Relief and Rehabilitation of Women Acid Victims,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_state_after_care_home_for_girlsnari_niketan,State after care home for girlsnari niketan,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_ujjawala_facilities_to_beneficiaries,Ujjawala  Facilities to Beneficiaries,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_widows_and_destitute_homes_mahila_ashram,Widows and Destitute homes Mahila Ashram,Department of Women and Child Development: 19 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_pradhan_mantri_kaushal_vikas_yojana_3_0,Pradhan Mantri Kaushal Vikas Yojana 3.0,Skill Development and Industrial Training Department Haryana: 6 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scholarship_to_25_of_total_admitted_trainees_on_poverty_and_,Scholarship to 25% of total admitted trainees on poverty and merit basis,Skill Development and Industrial Training Department Haryana: 6 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scholarship_to_scheduled_caste_students_studying_in_govt_iti,Scholarship to scheduled caste students studying in Govt. ITIs,Skill Development and Industrial Training Department Haryana: 6 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_skilling_upskilling_reskilling_of_youths_and_assessments,"Skilling, Upskilling, Reskilling of Youths and Assessments",Skill Development and Industrial Training Department Haryana: 6 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_skills_acquisition_and_knowledge_awareness_for_livelihood_pr,Skills Acquisition and Knowledge Awareness for Livelihood  Project,Skill Development and Industrial Training Department Haryana: 6 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_toolkit_reimbursement_once_during_the_training_period_to_sc_,Toolkit Reimbursement once during the training period to SC and all Girl students in Govt. ITIs,Skill Development and Industrial Training Department Haryana: 6 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_dr_ambedkar_pre_matric_and_post_matric_scholarship_for_dnts,Dr Ambedkar Pre-Matric and Post-Matric Scholarship for DNTs,Welfare of Scheduled Caste and Backward Classes Department: 12 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_dr_ambedkar_medhavi_chhatra_sanshodit_yojana,Dr. Ambedkar Medhavi Chhatra Sanshodit Yojana,Welfare of Scheduled Caste and Backward Classes Department: 12 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_dr_b_r_ambedkar_awas_navinikarn_yojna,Dr. B.R. Ambedkar Awas Navinikarn Yojna,Welfare of Scheduled Caste and Backward Classes Department: 12 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_legal_aid,Legal Aid,Welfare of Scheduled Caste and Backward Classes Department: 12 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_monetary_relief_to_the_victim_of_atrocities,Monetary Relief to the Victim of Atrocities,Welfare of Scheduled Caste and Backward Classes Department: 12 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_mukhya_mantri_samajik_samrasta_antarjatia_vivah_shagun_yojan,Mukhya Mantri Samajik Samrasta Antarjatia Vivah Shagun Yojana,Welfare of Scheduled Caste and Backward Classes Department: 12 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_mukhya_mantri_vivah_shagun_yojna,Mukhya Mantri Vivah Shagun Yojna,Welfare of Scheduled Caste and Backward Classes Department: 12 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_post_matric_scholarship_for_other_backward_classes_students,Post Matric Scholarship for Other Backward Classes Students,Welfare of Scheduled Caste and Backward Classes Department: 12 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_post_matric_scholarship_scheme_for_scheduled_caste_students,Post Matric Scholarship Scheme for Scheduled Caste Students,Welfare of Scheduled Caste and Backward Classes Department: 12 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_pre_matric_scholarship_for_the_children_involving_in_cleanin,Pre-Matric Scholarship for the children involving in cleaning and prone to health hazards,Welfare of Scheduled Caste and Backward Classes Department: 12 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_pre_matric_scholarship_to_other_backward_classes_students,Pre-Matric Scholarship to Other Backward Classes Students,Welfare of Scheduled Caste and Backward Classes Department: 12 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_pre_matric_scholarship_to_scheduled_castes_students_studying,Pre-Matric Scholarship to Scheduled Castes Students studying in 9th and 10 th classes,Welfare of Scheduled Caste and Backward Classes Department: 12 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_distribution_of_mustard_oil_under_antyodaya_aahaar_yojna,Distribution of Mustard Oil under Antyodaya Aahaar Yojna,Food civil supplies and consumer affairs : 3 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_distribution_of_sugar,Distribution of Sugar,Food civil supplies and consumer affairs : 3 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_har_ghar_har_grihni_yojana,HAR GHAR-HAR GRIHNI YOJANA,Food civil supplies and consumer affairs : 3 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_cash_award_scheme_for_schedule_caste_classes_1_to_v111_for_b,Cash Award Scheme for Schedule Caste Classes 1 to V111 for Boys and Girls  one time cash in year,Department of Elementary Education: 9 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_free_bicycle_sc_students_in_class_6th,Free Bicycle SC Students in Class 6th,Department of Elementary Education: 9 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_mid_day_meal_scheme,Mid Day Meal Scheme,Department of Elementary Education: 9 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_monthly_stipend_for_bc_a_students_in_class_1_v111,Monthly Stipend for BC-A students in class 1-V111,Department of Elementary Education: 9 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_monthly_stipend_to_all_scheduled_caste_student_in_classes_1_,Monthly stipend to all Scheduled Caste Student in Classes 1 to V111,Department of Elementary Education: 9 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_monthly_stipend_to_bpl_students_in_class_1_v111,Monthly stipend to BPL students in class 1-V111,Department of Elementary Education: 9 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_mukhyamantri_saksham_merit_based_scholarship_scheme_to_stude,Mukhyamantri Saksham Merit based Scholarship Scheme to students studying in Classes 6th to 8th in Government Schools,Department of Elementary Education: 9 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
